entity,id,parent_id,title,status
question,33179ba3-7840-488d-9651-555d5b2d6a63,3197e410-3067-4574-b813-ab78984417e4,multiple_choice,ORPHAN
question,336b68e6-8113-4381-90ac-2ce5e6ff83eb,1b5bc3c9-7203-4b34-868c-9d0d2610526d,multiple_choice,ORPHAN
question,33a46505-c920-44d8-82e9-dc7d734a875a,a94e3af8-be67-430a-a4ea-cd0ace677510,fill_blank,ORPHAN
question,34388581-5d06-40e7-955c-d258511c4679,a27fdca9-7606-4b86-a9f9-573afa0dd29d,essay,ORPHAN
question,350908bc-7d2f-477a-8d1e-9eb5fb57871e,23b376c8-7e65-4afd-a5b7-b91c606184f4,matching,ORPHAN
question,355e7f78-5035-4dd2-90bc-4d852c2b559c,3ae2d6c2-303d-4883-8839-05044f952f54,multiple_choice,ORPHAN
question,35e20b2a-c7ed-4bdb-a3b4-e5a277085bf0,3978e10b-6562-42a3-92c5-42119eeffefa,essay,ORPHAN
question,375f96ff-0d9f-4ec9-ba48-cb23ae14fdf8,111a506c-6e1a-456a-9688-8d311803f2d9,essay,ORPHAN
question,3790d52c-2695-4c28-855b-5a80f810411c,d83b40d2-e133-4779-a842-3d93c11bdb72,multiple_choice,ORPHAN
question,37a29860-ea08-4084-abdf-5e02f96846bb,d482826b-07de-457e-956e-0cf038355130,speaking,ORPHAN
question,38c4573e-34ac-426e-9da4-0bcf940d52dd,ca767348-ec76-4116-bdfa-20f9ce2d42d6,multiple_choice,ORPHAN
question,3cf0a71e-aef5-4cba-85cf-59f9f3f0d5e3,24bba46c-cc72-4b75-8bf6-0c95f3b41ac4,multiple_choice,ORPHAN
question,3d472ba2-ea27-4d13-b9cd-a110ece591fd,85ff22cf-7205-442f-a940-adea2a41f58b,multiple_choice,ORPHAN
question,3d732f2f-1c11-4df3-b898-0776bb965360,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,3db6590f-9b85-49c8-9966-a2de695a849b,e2a35290-304b-4c99-95e9-b2c2de33fc2e,essay,ORPHAN
question,3db99075-43c0-47ac-9ad1-ca19d59af788,3aa4c174-aa9b-4c2e-ab09-67eb975e6047,essay,ORPHAN
question,3dc617d0-8981-4053-9b94-33ea68c0be46,bba8563f-dd87-4aa8-890b-a89879bab17e,multiple_choice,ORPHAN
question,3e1b173b-ee86-4c61-88e5-a7c0bf8f9767,c909d9d8-185f-45e8-95bc-3c336b6a9884,multiple_choice,ORPHAN
question,3f2c9a68-56b6-4976-a504-2a53ed5f66db,d651c013-9919-42c7-828c-f50a8ef53009,fill_blank,ORPHAN
question,3f354a20-7920-4eb6-9354-2a58540aec71,2d5cae84-15fb-4d4c-9ce5-aefaf2f40558,speaking,ORPHAN
question,3f479b83-70d9-4a23-9e70-447bd4bcebe8,d83b40d2-e133-4779-a842-3d93c11bdb72,multiple_choice,ORPHAN
question,3fcf843f-c24e-49f9-9fff-f95bf59ec5cf,26145655-a1ab-4d37-9caa-edb55b9b1add,short_answer,ORPHAN
question,40e4e4fc-2975-4584-a551-8a25e19140ff,7120f32d-5793-4a46-85fb-ca53de45f4ff,speaking,ORPHAN
question,41a81a32-cff8-4e70-bd81-78053dbc44f1,2243506e-049e-45c3-82b5-d78f3905035c,multiple_choice,ORPHAN
question,4294cb6e-c0e4-4d73-8edb-ca9b3d3ef669,9a36357f-f4a8-4816-bd16-7c157bf181ed,essay,ORPHAN
question,42c85ec3-0be5-4d73-ae1d-8506940376e9,a94e3af8-be67-430a-a4ea-cd0ace677510,fill_blank,ORPHAN
question,4389bc5b-7620-428a-9e38-b589ece6a50e,ceef19b5-7cea-48cb-bf6e-cf7fa72e1a7b,essay,ORPHAN
question,43907def-1f78-4839-8751-ff1079fdee91,74db2167-fd4e-481f-8fa0-b7a3c164fc5b,fill_blank,ORPHAN
question,44056e4b-0dab-4d02-92a8-b08fe062e162,de6ae3c6-d18f-4460-acca-09dd75b64a15,true_false_not_given,ORPHAN
question,44714fe8-f9cc-4bfa-bcdc-f94f38d76710,165598f3-3b6f-44ae-b039-86557f1e7b7c,short_answer,ORPHAN
question,44ef32bb-7f53-469b-9047-5507e9c1b7b5,9a36357f-f4a8-4816-bd16-7c157bf181ed,essay,ORPHAN
question,45e94202-3403-4ee7-9ba0-0007137dae98,111a506c-6e1a-456a-9688-8d311803f2d9,short_answer,ORPHAN
question,45ee26f0-4ea2-4fcb-8f81-8983d26ac134,e7008b15-6d11-4bb9-80e1-c988129fb9e9,multiple_choice,ORPHAN
question,46052412-5903-419c-93e2-0c597b780ed4,72c03b16-56b1-4472-9529-6b1586c444df,short_answer,ORPHAN
question,46688dd3-263d-4c00-b368-2acd19f5c60d,abede469-14e6-4588-8336-f40316a97756,multiple_choice,ORPHAN
question,474c7681-6c3b-461d-91d7-443edc6bfd93,abede469-14e6-4588-8336-f40316a97756,multiple_choice,ORPHAN
question,479f8208-aac7-439d-999f-9e9d803dd961,124a9a21-e957-4ef1-8372-bdd581e3077b,short_answer,ORPHAN
question,481ea27e-719f-4666-80cc-772c8a2d0090,c45e556e-716c-4b8c-af6d-ca0d86c7c90f,short_answer,ORPHAN
question,4b11ea7c-6e0d-4acb-ad12-e0afcd7bf37e,c241e7c1-5327-4f22-9d4e-93a6b6daf0fd,fill_blank,ORPHAN
question,hint: much higher than the tree line,,,ORPHAN
question,6603e986-9507-4db8-b9d7-2248a94d2693,bb590bf5-6789-49cf-ac4c-cae92ad88613,short_answer,ORPHAN
question,662caa31-32d6-415f-843e-22c7fba181fc,96743041-40d2-4698-a45a-146208b173a9,true_false_not_given,ORPHAN
question,66385939-d9b6-48fc-8cb3-6bf847ac5b6b,e2a35290-304b-4c99-95e9-b2c2de33fc2e,essay,ORPHAN
question,66684e0a-030a-4071-b619-8b4154c3e9c8,e807a05d-1886-49f5-acb4-c6fdeea509bb,speaking,ORPHAN
question,66ccdd6e-1e0f-4722-8fdc-6581d3890dc6,8742749f-05d7-4d57-892d-3c8455773ac5,speaking,ORPHAN
question,66ed1eeb-1ee5-4ee3-9660-2c0e131c6bbe,99d6ddb0-3d6e-4167-8498-0a930b0486b3,short_answer,ORPHAN
question,68610b66-779f-4ba1-add2-a702bed1196d,e2a35290-304b-4c99-95e9-b2c2de33fc2e,essay,ORPHAN
question,69376002-8b1d-4bce-8465-68946ab11c38,a94e3af8-be67-430a-a4ea-cd0ace677510,fill_blank,ORPHAN
question,69f7e20c-6798-4cc9-920c-6819de6ab602,e2a35290-304b-4c99-95e9-b2c2de33fc2e,essay,ORPHAN
question,6a21ad8c-1d63-4367-95ba-bf16abcd208f,99d6ddb0-3d6e-4167-8498-0a930b0486b3,short_answer,ORPHAN
question,6a3057f6-f9b1-469a-a38c-86ec62570896,cadc8b74-f2d5-459d-8679-2e58f26b6cdc,essay,ORPHAN
question,6b097153-18c4-48ea-b314-70065a3bbbe7,bdf646c5-f333-4f58-aa73-762c166b24e6,essay,ORPHAN
question,6b508ab2-cd02-49a3-af07-a64060533729,91362db1-af14-4673-a995-d75ea2098eb7,essay,ORPHAN
question,6b5d55f7-15f5-4678-8ab2-06defdd95ff0,86d6c8da-45cc-48ff-b079-1dc1b4d38064,essay,ORPHAN
question,6c6d64e3-26e9-49c5-84a3-7a4e566bea63,da097b3d-0ad6-4b60-9a21-885439d7da50,essay,ORPHAN
question,6cc74fca-90dc-4a8f-bdd1-b100ffc9c882,e2a35290-304b-4c99-95e9-b2c2de33fc2e,essay,ORPHAN
question,6cd3adc7-f40b-40e2-bbea-30bef7032f70,e8a99132-ff1a-405b-9dd3-c29ca10646eb,speaking,ORPHAN
question,6d8495e1-4377-475f-9024-c76dd34c0914,cadc8b74-f2d5-459d-8679-2e58f26b6cdc,essay,ORPHAN
question,6deccf3c-0fed-4cca-a8ac-b2c2c6611623,ac6a1f46-f8bc-4384-bacf-c9815c324e99,multiple_choice,ORPHAN
question,6e2c1dab-a066-4d1d-9f52-6891bc72aa8f,86ceb6ed-0fdf-4dd8-9fc9-969502514551,multiple_choice,ORPHAN
question,6e468ce1-35df-4d81-9d5f-18dd3ce899e6,abede469-14e6-4588-8336-f40316a97756,multiple_choice,ORPHAN
question,70331179-deae-4c19-9e09-501d5ce046d6,2f506ead-4b20-43ef-aaa6-220aa9c2597f,short_answer,ORPHAN
question,7172de9a-a379-4fc8-8500-ea2560718b5a,bba8563f-dd87-4aa8-890b-a89879bab17e,multiple_choice,ORPHAN
question,7269e774-b913-414d-bff4-730ab17963fa,df47c39b-a840-4d08-ab09-1711be3f03d0,speaking,ORPHAN
question,72f9a7bc-f63d-445f-83f4-7c0b33f68cc4,ef21db03-ea09-401d-999f-91f7fdb7d2d5,matching,ORPHAN
question,744bdb75-910c-448f-b029-7c90450d9da6,e4ee71c7-14e3-4072-bd2e-5c9225b02234,speaking,ORPHAN
question,75cb6747-0004-4126-b5ff-2c2732c9b2e6,0f828963-efd6-4be9-b84d-498d50baf862,speaking,ORPHAN
question,769adc8a-7966-4fe0-8380-5ed420c050ae,85ff22cf-7205-442f-a940-adea2a41f58b,multiple_choice,ORPHAN
question,Dùng cấu trúc: To view [A] as [B] is,I think,an error,ORPHAN
question,Dùng \"The lowest proportion of...\",,,ORPHAN
question,a5c1a37f-300b-4857-9bf7-cfe351e79ec0,165598f3-3b6f-44ae-b039-86557f1e7b7c,short_answer,ORPHAN
question,a760bb18-8535-4c1a-b349-54fbd604f309,90778f34-ce5e-4b84-9214-8b8a2bef8bd6,matching,ORPHAN
question,a7d0d268-94a3-4002-9714-2ecb8fbad6d9,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,a943c56d-cab1-45a7-9aa9-edfd0c255547,12884bae-0afe-4bc6-9a60-40f6f94fd8fb,multiple_choice,ORPHAN
question,a9467ce8-bb89-4aec-90b3-edf0780194b8,e807a05d-1886-49f5-acb4-c6fdeea509bb,speaking,ORPHAN
question,a962b76f-c01a-43de-af6e-2cd9bb17436a,39e101fa-4982-42fd-9937-29d63f154c57,speaking,ORPHAN
question,a9c13efa-6b4f-4197-93c8-2f313ef8168a,eba38f66-0ae1-4586-9797-2718d277e9f3,essay,ORPHAN
question,aa6405f3-b71c-436d-b280-8770002b28ce,3a63d9a9-5c48-41a8-a2cb-4137b134e286,multiple_choice,ORPHAN
question,aad3e41d-a241-4896-88c1-5caed8166104,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,ab27e3e8-adc6-4b31-a326-373fafb49798,2619bd16-4f9b-4a76-9cdb-a569ab871f35,fill_blank,ORPHAN
question,abce0bcb-cfd9-40ea-b712-0b3af2ec6832,20d23c92-971b-4195-8f35-e8600b0590d1,essay,ORPHAN
question,acdf2977-316c-4a1c-9b2c-1187539df17c,e70c3dc4-6e83-4814-b93d-39bc739069bf,short_answer,ORPHAN
question,ace5081a-3652-4e29-8438-cecd63e26c50,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,essay,ORPHAN
question,adaf3705-314a-434d-866b-ec00f3bf877a,1215fe75-4f05-4df6-a2e3-ac437a8046cc,essay,ORPHAN
question,adcb06c6-24e3-40ec-b782-ff546de0dc18,1215fe75-4f05-4df6-a2e3-ac437a8046cc,essay,ORPHAN
question,ae2217bc-5bcd-4ec1-aa1d-6515185e9103,ac6a1f46-f8bc-4384-bacf-c9815c324e99,multiple_choice,ORPHAN
question,af265079-1d48-4685-a611-79af5a5ac776,12884bae-0afe-4bc6-9a60-40f6f94fd8fb,multiple_choice,ORPHAN
question,b0b97c2f-28ab-49a2-94ab-ca6c102fcc09,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,b1146106-93ae-42ee-8d95-f72390482fe9,e2a35290-304b-4c99-95e9-b2c2de33fc2e,essay,ORPHAN
question,b13cfca1-a5c5-4f9e-be58-09a9e3fcb05b,99d6ddb0-3d6e-4167-8498-0a930b0486b3,short_answer,ORPHAN
question,b144a7e9-3099-4f88-93f3-f69d7cebdf96,bb590bf5-6789-49cf-ac4c-cae92ad88613,short_answer,ORPHAN
question,b1899aa3-905c-4cbc-bc17-02cd300cd5eb,24bba46c-cc72-4b75-8bf6-0c95f3b41ac4,multiple_choice,ORPHAN
question,b20fc01c-5477-40e7-b6e4-074b25a95ae8,96743041-40d2-4698-a45a-146208b173a9,true_false_not_given,ORPHAN
question,b3c95b42-18cb-4682-abd3-2cc2b926097e,124a9a21-e957-4ef1-8372-bdd581e3077b,short_answer,ORPHAN
question,b3ffdf12-e961-4472-a1ec-e2a82acdb775,7a3d3a49-ae3f-4d39-84fd-5624a74d0efc,speaking,ORPHAN
question,b43789ed-91c3-46a0-915d-72d10ecd6ef9,cadc8b74-f2d5-459d-8679-2e58f26b6cdc,essay,ORPHAN
question,b46963f5-cab5-4067-b209-6d10c1c63d9e,ca767348-ec76-4116-bdfa-20f9ce2d42d6,multiple_choice,ORPHAN
question,b6469a81-832f-4b50-a64b-9170b9ca0ca0,26145655-a1ab-4d37-9caa-edb55b9b1add,short_answer,ORPHAN
question,b6d194b2-fa27-47cf-b9d7-2d12630766c2,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,b6f6e7b5-8793-4b2a-ab1c-f37faf2a3234,aaebdcdf-414e-4f31-a139-3def43b05280,short_answer,ORPHAN
question,b6fb3dea-f7bc-4842-8044-41953f53299a,c4a4a7f8-88e0-433e-9b07-f3a621c33014,essay,ORPHAN
question,bb941fb1-5831-4a79-869d-aa82ff9c59de,8fad3476-6a63-429f-a818-db74b2ec3859,multiple_choice,ORPHAN
question,bc217ab6-b1ea-471f-bf64-e37d3e446675,bb590bf5-6789-49cf-ac4c-cae92ad88613,short_answer,ORPHAN
question,bc691da7-d0ee-473a-bfff-df4af01b6573,1e4aaacb-6cf1-4cd4-854a-60d03da6efea,multiple_choice,ORPHAN
question,bc8168cd-6f0f-4991-8bdb-5d305ecd71e6,2b78a900-e6dd-4bbc-8b0b-63370cbd0636,essay,ORPHAN
question,bd40bfd2-56d3-4759-86a4-75ee40060bc7,2f506ead-4b20-43ef-aaa6-220aa9c2597f,essay,ORPHAN
question,bd52d9e9-2071-43e0-b284-1776dbab022b,12884bae-0afe-4bc6-9a60-40f6f94fd8fb,multiple_choice,ORPHAN
question,bd72d821-693d-410a-b3a7-f4031130fc5b,bd026278-6ebb-4763-bbc8-197024ab4f1a,essay,ORPHAN
question,bef67278-918d-40c3-8058-5e5417ee2a74,8fad3476-6a63-429f-a818-db74b2ec3859,multiple_choice,ORPHAN
question,bfe881b2-ff58-44a2-825d-35493f78b666,1decec56-9eed-4e6b-b260-8ecd1d1394b0,true_false_not_given,ORPHAN
question,c0d8e9bd-f426-42c3-b051-4c15df13543a,a936c66e-5753-4645-b77f-6013a8e091da,fill_blank,ORPHAN
question,c0f6b54e-2aa7-4827-b489-c4633298e8eb,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,essay,ORPHAN
question,được dự báo sẽ gây ra bất ổn kinh tế,,,ORPHAN
question,ce95b1f5-e3ea-4ce9-87c2-3767f18731a9,aff4d790-019f-4f24-bbe0-cd8829569464,speaking,ORPHAN
question,cf0b74a4-eff6-4998-9140-891f579c4e12,12884bae-0afe-4bc6-9a60-40f6f94fd8fb,multiple_choice,ORPHAN
question,cf0d1433-81fd-4df8-94dd-a5c5d84fdef5,99d6ddb0-3d6e-4167-8498-0a930b0486b3,short_answer,ORPHAN
question,cf5529d1-d6d1-430b-b603-aef1c8be7eac,3aa4c174-aa9b-4c2e-ab09-67eb975e6047,essay,ORPHAN
question,cf912ceb-bd66-438a-8600-d639da252d6a,a32afc18-f1ac-4ca1-ba20-f884ec723c66,speaking,ORPHAN
question,cfdf6db8-7c15-4468-9ff8-6df9451d54db,a27fdca9-7606-4b86-a9f9-573afa0dd29d,essay,ORPHAN
question,d0b882f3-64b5-445b-8b0f-ef52ce470131,9a43cd52-8f7e-498b-9605-c4e3e9e136cf,essay,ORPHAN
question,d129165d-66f9-4597-b150-d90b5488c52f,1b5bc3c9-7203-4b34-868c-9d0d2610526d,multiple_choice,ORPHAN
question,d130992d-8ebf-4b91-9d20-bbb24778be02,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,d18fa714-dcdd-4619-a1ec-a200bd211643,c6cac60d-b12a-4a67-a0d6-98b62ccf6ddd,essay,ORPHAN
question,d197daa0-da78-44e9-9cfd-2289ccbd6523,124a9a21-e957-4ef1-8372-bdd581e3077b,short_answer,ORPHAN
question,d1b9c97a-f98f-4715-9e15-0828c2b6fa87,26145655-a1ab-4d37-9caa-edb55b9b1add,short_answer,ORPHAN
question,d1fbd46a-4cd5-4406-8bc2-5e6d6efedfbb,9a43cd52-8f7e-498b-9605-c4e3e9e136cf,essay,ORPHAN
question,d2449468-36ab-4c0f-99a6-dc92a161be3d,abede469-14e6-4588-8336-f40316a97756,multiple_choice,ORPHAN
question,d2a5b444-97a0-4772-947b-e3dc00e6acf9,1decec56-9eed-4e6b-b260-8ecd1d1394b0,true_false_not_given,ORPHAN
question,d2b75d46-67a9-4137-b59c-c0e800aab883,24bba46c-cc72-4b75-8bf6-0c95f3b41ac4,multiple_choice,ORPHAN
question,d41e5395-dd19-4018-b2cd-399dae50db45,d4c02fd3-3594-406e-a8c3-a428b977db85,essay,ORPHAN
question,d4cac33e-9c01-4ae3-b2e8-7b77a835f472,1e4aaacb-6cf1-4cd4-854a-60d03da6efea,multiple_choice,ORPHAN
question,f6e76817-73d3-4368-95bd-575b18e332be,b9aff7ee-3908-4d34-8bef-b32d04b40295,essay,ORPHAN
question,f6fdaada-8933-49e2-802d-5081ad6e966b,85c7d5b8-c606-4c33-8faf-35cbbc0175b8,short_answer,ORPHAN
question,f7e864e2-0abf-45ce-9e7e-e0f3f117ec0a,6dfab062-004f-401b-8ae8-51ad73c7f013,short_answer,ORPHAN
question,f9dd022f-48a4-4fa4-b916-a2d0f1a2a408,86ceb6ed-0fdf-4dd8-9fc9-969502514551,multiple_choice,ORPHAN
question,f9e9a469-ddac-49b3-af0e-782f95b47475,0f497f62-e765-413b-8918-560e3335254f,matching,ORPHAN
question,fa21d105-3423-41ad-8673-378c18c20cd0,c58afe25-9618-4b5f-be41-071317df61d7,essay,ORPHAN
question,fa706292-f085-490c-87f1-cb03950095e6,3aa4c174-aa9b-4c2e-ab09-67eb975e6047,essay,ORPHAN
question,faf71f49-6e06-4efa-9cfe-bc980b3f2b93,bea2343f-f19a-4cd0-8a53-e6c045fb4716,multiple_choice,ORPHAN
question,fb243d6c-8504-47b8-93ee-b7eec9801d46,9f5234ee-8ef9-4fa2-a44a-26bfb8d03c5d,essay,ORPHAN
question,fb3f088d-1aa5-41cc-806a-e7dc22aaa8e2,d8a2e5ad-1fe0-4bfa-b792-0fdd3ef2e6e7,essay,ORPHAN
question,fcebb712-93b6-4635-ab2e-1397ddf4c34f,2304e64f-9d5e-41cd-9546-b8a13727dad8,essay,ORPHAN
question,fd5f2a69-be4a-4f47-b810-b017b1e1f3c1,cadc8b74-f2d5-459d-8679-2e58f26b6cdc,essay,ORPHAN
question,fd6736e6-b7ae-4dc1-8790-e686e9cb0675,23b376c8-7e65-4afd-a5b7-b91c606184f4,essay,ORPHAN
question,fd7089ce-e22a-4638-9ceb-f489e21b789d,e533740d-0eff-4220-b9d8-831e85fce6b5,essay,ORPHAN
