question_id,submission_count
66ed1eeb-1ee5-4ee3-9660-2c0e131c6bbe,1
b13cfca1-a5c5-4f9e-be58-09a9e3fcb05b,1
c9acf853-9f3a-4abc-9003-62c6988b7765,1
bc691da7-d0ee-473a-bfff-df4af01b6573,1
cf0d1433-81fd-4df8-94dd-a5c5d84fdef5,1
c1473f30-9107-4268-a866-b1d35ad64fd6,1
76a9dd9d-5273-47b9-b2c5-7492a5704593,1
c0d8e9bd-f426-42c3-b051-4c15df13543a,1
62a2d23a-82a3-4bc6-a8c3-8885d8fbb01c,1
336b68e6-8113-4381-90ac-2ce5e6ff83eb,1
107e9ed2-cac5-4891-8ea8-9734c985a775,1
94f88c9e-b1d7-471e-8b49-c4b44c1e027e,1
a9c13efa-6b4f-4197-93c8-2f313ef8168a,1
00d76f65-dd5f-4dc1-98de-8c235f37f834,1
b46963f5-cab5-4067-b209-6d10c1c63d9e,1
7f6e3bca-98b2-4a6c-9847-4316a6ceedfb,1
474c7681-6c3b-461d-91d7-443edc6bfd93,1
a0f92b65-77e8-4c45-9ca7-691449c5c60e,1
ece848cb-bc54-418c-b45e-253e2028bc19,1
1be64efe-1d7a-4f8e-b3f3-7d1d162a848c,1
d71d95f7-67ed-460a-b016-e004e90516c8,1
000c35be-a2bc-4f30-b5ae-a95f0937e152,1
845b0f81-7bd5-4a7a-baa4-a9de13d1589f,1
a5c1a37f-300b-4857-9bf7-cfe351e79ec0,1
1c90ef96-cc95-4c54-97b1-109d9e255f68,1
efba499b-aaa3-48d4-943e-be68033abc55,1
6a21ad8c-1d63-4367-95ba-bf16abcd208f,1
3530632b-5522-4f5d-8171-7c3dd4340076,1
2f7c4569-b617-4ab7-b217-e20cac90b32c,1
8decb3bd-5d85-4735-85c6-9bbe1fc34075,1
a572fdd1-23ce-45b7-885e-5e1b4e472512,1
3219c16e-b794-4fa4-ae53-9b16bc1679ec,1
b6fb3dea-f7bc-4842-8044-41953f53299a,1
984651c6-3a03-4524-8de8-756a447f264f,1
8cb00bf0-f00c-4a38-aeff-3c8b2ddd108e,1
9f4cc250-d1ee-4505-a315-522730f90223,1
40e4e4fc-2975-4584-a551-8a25e19140ff,1
870c87b0-6d4a-4751-a545-8256208a2d0d,1
506f16fe-a0e7-4b18-8903-4aa7bc276a01,1
30084761-8162-4df1-b577-dbf0d72ab35e,1
2e0424a3-46e9-4d99-96b9-e9f2c10c8354,1
14eaa240-d0bf-4db3-9a76-754aca42556a,1
f11c1c1a-aead-41d7-ae6c-f3f5e45c0ffe,1
b6f6e7b5-8793-4b2a-ab1c-f37faf2a3234,1
19d53d37-df90-4735-afcf-483e3e627c7b,1
f7759fc0-a8c8-4209-8c09-2d6a54050bca,1
be85a74e-0d2d-498d-95fb-6532bd170e58,1
9b0a9878-d05e-46a0-b347-031c959f641e,1
70331179-deae-4c19-9e09-501d5ce046d6,1
37a29860-ea08-4084-abdf-5e02f96846bb,1
5181713d-155b-48d2-b47d-4235d91eb220,1
a5b0d7a4-acbd-4211-af1c-a1e032ad4999,1
04dad4bb-8d9b-460b-97ad-2923056db168,1
1654e350-f2f6-4055-afab-1903bb5633e0,1
3c692083-b93e-4101-90e4-279bd706f453,1
3cf0a71e-aef5-4cba-85cf-59f9f3f0d5e3,1
b4b522ff-ee5a-4b1b-88f4-239867a41268,1
aa845ae2-3d26-4c62-8a89-96fb3f56100e,1
5534c44f-8445-4339-b912-07909ca5f2b8,1
033ee1e7-9897-4d09-898f-995ee65ee904,1
2dc8efb7-2de9-470a-b1e1-45733fec7bee,1
c1934528-5311-4244-b19d-c3b204040ec3,1
9af11638-3f06-4f8a-9f9b-438cf73c9f78,1
dfcf7bbc-9fc9-4721-94ad-48aad5b1ce29,1
82ffb99d-95d8-4fce-95d2-c9904ffa6b34,1
7b8d3826-6b5a-430f-a24c-d31af3357d6e,1
b99f40a6-7205-4364-8083-d65816881b1f,1
f71114b6-e430-4d3a-979d-5c8ad391a305,1
cc83a396-d0e1-47b5-bf3b-85a0b7f5f1e0,1
c75ef6b3-5a8e-435e-8ed8-1f611ed76cb9,1
1e0faafc-bd25-4fbe-92d3-d72fc9753b9d,1
b8699bdc-5dad-430a-8cea-998dc4b8d03b,1
6447daa6-2f8d-4d70-848e-0ca5a1d37044,1
320bd755-5049-44b4-aa6f-9b479120a90c,1
d5adaf63-ba38-4ecb-b279-23020a7ac2c8,1
66684e0a-030a-4071-b619-8b4154c3e9c8,1
6c6d64e3-26e9-49c5-84a3-7a4e566bea63,1
ace5081a-3652-4e29-8438-cecd63e26c50,1
af265079-1d48-4685-a611-79af5a5ac776,1
fefbe35b-68d1-4a0f-a6c2-11a75557364d,1
6e468ce1-35df-4d81-9d5f-18dd3ce899e6,1
a258c741-a868-48d7-88bb-f69b8c8d66ce,1
bd52d9e9-2071-43e0-b284-1776dbab022b,1
34388581-5d06-40e7-955c-d258511c4679,1
4b11ea7c-6e0d-4acb-ad12-e0afcd7bf37e,1
65e17818-c098-4014-b0a1-68ce6eade795,1
0c9fcba4-4a93-4e32-8ac5-042bff04b9fd,1
d4cac33e-9c01-4ae3-b2e8-7b77a835f472,1
1c7ff6f1-f440-4644-8df6-61465e33f9c6,1
4bd0d1f4-befb-4b9e-8c77-18628fc95f21,1
51b4125c-0a7f-471a-bd66-fa80a2bfe8a0,1
831032ea-e761-4637-9f7d-f3defa28df7a,1
174b3419-db8a-4c27-a27b-1eceb403dccb,1
bb705200-4723-4d46-a737-3d5d622f2e36,1
2448d406-f030-4be4-83ff-40779a8dde45,1
65cbd822-93f2-4802-b123-27f2377a753e,1
df0bf588-8cbe-429f-b920-c9d6c21d700b,1
d2449468-36ab-4c0f-99a6-dc92a161be3d,1
c5e96a5c-2708-4029-9f3a-305b4b69333b,1
c8adc5c4-461c-4c98-8ec1-21c00e14a899,1
778ae3e0-36d1-4a25-a6b6-edda9c79fbb6,1
6043f1f5-164d-4f1f-bb9e-f7412266f1ea,1
a943c56d-cab1-45a7-9aa9-edfd0c255547,1
bd6ebccb-d033-4212-b05c-303b2fde87a8,1
09e277ff-3efe-463c-8a68-ea3e16d5c24a,1
c9e219f8-7786-4937-bd6f-0b44634929b4,1
f366e213-d731-4405-b158-1bd8b361bd56,1
