source_question_id,source_group_id,source_section_id,source_exam_id,historical_answer_count,target_question_exists,recommended_action
632af1c3-1456-4599-92f6-1685579d67d0,3ae2d6c2-303d-4883-8839-05044f952f54,6dafba00-3683-4c8a-b75d-8088d11cf45c,a01e4765-02da-4bff-8590-6e68aa7aa3d1,0,false,SAFE_NEW_ROW_REQUIRED
6d6dd6ca-35be-4f22-a0f5-38b83c3ad8ab,6ccae423-b961-4f96-ae93-3194acbee8a9,4f1e8463-ad90-4e98-8c7e-b62c67aa2472,b15091ab-f499-45dd-ada1-513a9a0650bb,0,false,SAFE_NEW_ROW_REQUIRED
72f9a7bc-f63d-445f-83f4-7c0b33f68cc4,ef21db03-ea09-401d-999f-91f7fdb7d2d5,1208dd65-a83d-46b3-a62e-35f73d160c71,9f1b7594-8328-4adf-a970-63585d4afc4d,0,false,SAFE_NEW_ROW_REQUIRED
82ffb99d-95d8-4fce-95d2-c9904ffa6b34,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,a9c2fccb-4805-428a-b9fb-71f216b214ad,8c3756f6-11ba-429b-9977-42bf93b61d61,1,false,PROTECTED_NEW_ROW_REQUIRED
8a557c35-820f-4b26-92d6-c875acb31615,54d55784-1f9e-4b28-849c-12bb014f9d78,3981715b-0bcf-4c0b-9edc-6e5a5688e372,8e16507c-cdd6-42a6-b2a8-7efbff4f78d5,0,false,SAFE_NEW_ROW_REQUIRED
935438e4-6c2b-4bd5-ba7d-e548948c8f87,3ae2d6c2-303d-4883-8839-05044f952f54,6dafba00-3683-4c8a-b75d-8088d11cf45c,a01e4765-02da-4bff-8590-6e68aa7aa3d1,0,false,SAFE_NEW_ROW_REQUIRED
9ed76e52-9206-4181-a557-ac6e06e3e404,54d55784-1f9e-4b28-849c-12bb014f9d78,3981715b-0bcf-4c0b-9edc-6e5a5688e372,8e16507c-cdd6-42a6-b2a8-7efbff4f78d5,0,false,SAFE_NEW_ROW_REQUIRED
ab102e5d-d0a3-448b-8de4-21f9f9f594f3,54d55784-1f9e-4b28-849c-12bb014f9d78,3981715b-0bcf-4c0b-9edc-6e5a5688e372,8e16507c-cdd6-42a6-b2a8-7efbff4f78d5,0,false,SAFE_NEW_ROW_REQUIRED
ace5081a-3652-4e29-8438-cecd63e26c50,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,a9c2fccb-4805-428a-b9fb-71f216b214ad,8c3756f6-11ba-429b-9977-42bf93b61d61,1,false,PROTECTED_NEW_ROW_REQUIRED
b169d6ae-66e2-4424-b5db-5b47a13461c5,54d55784-1f9e-4b28-849c-12bb014f9d78,3981715b-0bcf-4c0b-9edc-6e5a5688e372,8e16507c-cdd6-42a6-b2a8-7efbff4f78d5,0,false,SAFE_NEW_ROW_REQUIRED
b8699bdc-5dad-430a-8cea-998dc4b8d03b,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,a9c2fccb-4805-428a-b9fb-71f216b214ad,8c3756f6-11ba-429b-9977-42bf93b61d61,1,false,PROTECTED_NEW_ROW_REQUIRED
b9817f8f-7c78-43f6-aef0-964b90206ad8,6dfab062-004f-401b-8ae8-51ad73c7f013,b5abf4bc-4164-4b16-8e73-dd3c4db7afdd,927916ef-5f91-4361-897e-9db28f9d5a32,0,false,SAFE_NEW_ROW_REQUIRED
c0f6b54e-2aa7-4827-b489-c4633298e8eb,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,a9c2fccb-4805-428a-b9fb-71f216b214ad,8c3756f6-11ba-429b-9977-42bf93b61d61,1,false,PROTECTED_NEW_ROW_REQUIRED
c5e96a5c-2708-4029-9f3a-305b4b69333b,33ecdbaa-fb31-4554-aebb-567bfd0eddb7,a9c2fccb-4805-428a-b9fb-71f216b214ad,8c3756f6-11ba-429b-9977-42bf93b61d61,1,false,PROTECTED_NEW_ROW_REQUIRED
d5978a2c-70d5-45ba-a73b-c4d7f4c73eef,85c7d5b8-c606-4c33-8faf-35cbbc0175b8,fd719b96-a29a-43a6-af92-f45b0d8db4bd,4d827565-1cc3-4cdc-9341-c444b613efa3,0,false,SAFE_NEW_ROW_REQUIRED
dac2f38e-13f2-45a0-a953-f734ab7b3f3a,3ae2d6c2-303d-4883-8839-05044f952f54,6dafba00-3683-4c8a-b75d-8088d11cf45c,a01e4765-02da-4bff-8590-6e68aa7aa3d1,0,false,SAFE_NEW_ROW_REQUIRED
dbd2c148-c8fb-453c-b482-b733cafd2da2,6dfab062-004f-401b-8ae8-51ad73c7f013,b5abf4bc-4164-4b16-8e73-dd3c4db7afdd,927916ef-5f91-4361-897e-9db28f9d5a32,0,false,SAFE_NEW_ROW_REQUIRED
dd12e2ca-8ca4-42fe-aed6-7d704851d039,ef21db03-ea09-401d-999f-91f7fdb7d2d5,1208dd65-a83d-46b3-a62e-35f73d160c71,9f1b7594-8328-4adf-a970-63585d4afc4d,0,false,SAFE_NEW_ROW_REQUIRED
eee05e71-12c5-4edf-b1ae-f77d6a8e1bda,85c7d5b8-c606-4c33-8faf-35cbbc0175b8,fd719b96-a29a-43a6-af92-f45b0d8db4bd,4d827565-1cc3-4cdc-9341-c444b613efa3,0,false,SAFE_NEW_ROW_REQUIRED
f1f75c06-a7d4-4deb-a49c-a3b5dfbd7ff3,85c7d5b8-c606-4c33-8faf-35cbbc0175b8,fd719b96-a29a-43a6-af92-f45b0d8db4bd,4d827565-1cc3-4cdc-9341-c444b613efa3,0,false,SAFE_NEW_ROW_REQUIRED
f6fdaada-8933-49e2-802d-5081ad6e966b,85c7d5b8-c606-4c33-8faf-35cbbc0175b8,fd719b96-a29a-43a6-af92-f45b0d8db4bd,4d827565-1cc3-4cdc-9341-c444b613efa3,0,false,SAFE_NEW_ROW_REQUIRED
f7e864e2-0abf-45ce-9e7e-e0f3f117ec0a,6dfab062-004f-401b-8ae8-51ad73c7f013,b5abf4bc-4164-4b16-8e73-dd3c4db7afdd,927916ef-5f91-4361-897e-9db28f9d5a32,0,false,SAFE_NEW_ROW_REQUIRED
